Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Switzerland,CHE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,344391603892.991,349906470131.365,345324733819.158,347531633234.251,357986970946.4,371137965672.644,378036057627.769,384029736791.639,396616680985.713,413793332630.166,428998688560.744,425069847444.626,424883951673.219,424348667849.266,429736867676.671,431803328027.615,434398870073.833,444442377600.921,457530194361.876,465049117556.813,483400432447.982,490393277974.878,491096474350.369,491340589318.247,505309148528.143,520661983411.641,541555032026.081,563977296960.399,576820414037.779,564536339725.765,581211708792.789,591699987438.873,598354418927.989,608938294755.01,620444043436.571,626087832006.904
Channel Islands,CHI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,27938377045.4232,29069862023.5409,30579483081.1231,32449896990.1671,33315618597.7078,33454603034.6783,36800600640.9652,38140430770.5634,39571337331.1589,40944983989.0091,41814049300.733,45584825561.5325,45211396715.2322,42977456076.2012,44049247007.277,39044027919.3757,40374017272.7662,43885523320.5264,47160667806.6866,51255307860.2967,55431901223.0356,58057882815.1177,52064432619.0478,50092975220.8346,54087059239.4693,57937640537.164,61180035595.2342,65214378614.2047,69982333209.6,77372695197.0692,80233612423.1982,86628222003.6247,97264375008.4496,104059543086.178,109999385738.356,121689655400.336,130711107687.798,139345333995.018,143847412722.519,142752942761.414,149170819565.08,154165327694.315,157505949490.587,163738063755.135,173629622211.649,183282478637.975,191356021768.111,201231572326.413,207857031084.454,205702734759.52,217538271334.738,230241724512.103,242806316136.391,252461742875.727,257198923398.34,262513014570.225
China,CHN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,126250820600.667,91784346592.5083,86644423183.5061,95482154331.1521,112955388572.683,132157804632.937,146298689744.596,137959664428.352,132303318179.613,154662578957.74,184667119263.818,197593817614.514,205102382694.474,221305470923.259,226395496757.57,246091904967.344,242154434493.928,260558171504.68,291517448963.74,313672775075.891,338160240791.698,355651287718.824,387718207118.654,429405202313.916,494705110881.972,561754124136.054,611895125358.352,683608417797.46,760860541786.891,792927461164.434,824119828198.963,900497399823.094,1029056594825.51,1172483179703.72,1325821357847.33,1471580082329.2,1617630324258.74,1766887258134.95,1905649563828.14,2050825253414.67,2223695100641.38,2408225645841.8,2627155250001.14,2890395506407.06,3181621437923.13,3542811557169.99,3992331462570.89,4559041383517.93,4997775145605.96,5459247267275.14,6039658508485.59,6612490294273.65,7124977970399.61,7672447738017.42,8230120617793.52,8797998940421.28
Cote d'Ivoire,CIV,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,4289508128.40817,4715565889.2015,4773425622.81366,5465111982.50678,6427686955.99594,6227808113.90386,6948823859.88542,7268341328.22222,8180390870.092,8960736251.5164,9890415491.01544,10825716247.2043,11284361249.4947,11954561754.7569,12471881171.7129,13501171352.8644,15245036303.5783,16360128257.2038,18144928866.1124,18579392397.2903,16543518824.5293,17122624520.2341,17157010577.4578,16487845912.2365,16042466089.2755,16764573290.7621,17310989203.6653,17250578540.9893,17446628599.7222,17960956073.5723,17764120445.2383,17771390441.5049,17727928620.2484,17693804999.1077,17837338328.0312,19108381522.8738,20585330895.8407,21355953697.801,22408947356.0759,22771418229.2731,22300414201.6886,22327480641.4857,21955138165.9699,21656650171.2742,21923410906.1317,22300767039.1796,22638811513.3749,23038394863.9785,23624224724.0402,24392355457.3384,24884505034.5564,23792758395.8868,26340131049.779,28768316766.143,31226991710.1366,33863084782.32
Cameroon,CMR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,4661607599.91585,4716786154.59316,4860249990.79489,5042147292.38996,5221000308.94674,5326780579.65262,5572609139.41516,4964522375.0255,5279587042.82463,5538364920.60864,5709614943.11074,5908292860.58771,6066271352.93661,6391161481.7242,7077205516.59499,7873041436.54274,7440406913.57117,8462709264.28715,10324759600.3272,10947871105.2613,10732713506.5146,12566148851.5015,13510646058.8938,14438399232.1455,15517607856.8026,16768817665.9037,17904345500.8217,17520001830.1856,16149301364.9673,15855526111.208,14887435626.662,14320432846.8927,13876498968.8409,12775805832.3395,13039422126.0229,13577737840.4534,14244668114.4246,15001652350.673,15736037168.0863,16375278875.8621,17058714408.912,17828791021.2664,18543555199.8319,19291044670.4209,20005170989.5718,20464660330.8073,21124441590.6486,21812182534.8566,22441255963.7758,22874787499.6787,23622483983.7101,24600594629.4999,25729451635.8197,27160443492.9778,28770233461.5751,30565262485.9559
"Congo, Rep.",COG,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1483222232.5273,1607082067.88018,1690687439.53867,1622564563.80886,1684494547.52357,1746424446.08367,1770158048.02434,1807619408.17524,1945564742.36117,2092426187.10291,2225472482.40671,2398014161.86499,2604664251.51687,2819059087.42374,3041356578.39321,3276502007.47725,3306524161.34768,3010476901.90256,3201935616.66463,3516148754.72858,4136278038.6716,4865078749.58643,6013125435.71757,6365131564.23844,6809171484.06269,6728437803.23084,6266764264.5818,6278632052.21607,6389529234.02215,6555649104.13536,6621205829.01302,6779808038.50807,6956893102.51375,6888737589.10519,6510334015.46209,6769791944.07355,7060248618.7893,7016135327.63378,7278367087.90893,7090425139.73048,7627594358.03702,7917641406.03237,8280417447.18892,8347759107.52337,8637979940.44861,9307920845.19521,9888362511.04569,9731906589.75001,10274194133.9768,11041561162.6459,12007880590.4575,12418624707.9932,12890531931.9739,13334057140.8064,14238098341.6268,14614902201.2204
Colombia,COL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,36474760531.3476,38395292498.5953,40494171271.4383,41670168443.0056,44421375306.8539,45759563550.843,48195055977.4305,50214735076.8245,53442259222.5672,56927194244.7324,60887343107.689,64510884735.0781,69461072435.8766,74134053414.5704,78391217821.8652,80153489288.9746,84014632970.4851,87499571236.7881,94905053698.1996,100013653582.25,104112412294.569,106468701873.735,107478536557.192,109181401022.428,112844547317.733,116329485584.036,123121141111.088,129734601585.893,135001594188.302,139615174653.465,148050777226.673,151422236156.629,159042828960.53,162805226557.238,172306232682.223,181270356905.601,184997012079.762,191342952890.164,192433194592.786,184343273758.155,192491233553.464,195721040703.736,200621857329.828,208482767198.08,219601199179.592,229936852450.344,245336908226.293,262266694764.289,271568782707.966,276053874889.224,287018184637.529,305931280966.003,318302970054.38,333817265555.82,348457525761.048,359196735931.907
Comoros,COM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,261924110.72868,272047271.06627,289413744.257933,303366461.714961,315835624.939754,323037851.698751,329069652.46693,334459784.076497,343448453.612779,332524473.249489,349454599.955431,330599431.379524,358802615.740002,369587998.037301,350086014.530666,362724572.93902,358039374.121743,372469580.627538,377247108.169415,384505809.058697,426217287.538513,436160666.05831,446300438.759371,455691055.007307,464438511.34222,477616525.723085,490258556.911603,494181374.477147,496159418.723924,505834527.278928,516962886.786662,530403922.298966,546316039.819065,565437101.179365,577094375.62962,
Cabo Verde,CPV,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,193155699.532486,209480374.03047,215398257.614321,235905786.693186,244830741.156883,265989225.871992,273626987.926909,285417749.215471,302533837.53891,319772062.418697,321985434.69676,326506583.04347,362218721.321529,393761855.437528,469295781.779059,535990391.262618,596806673.5498,663162182.124636,746172086.901399,829912357.659442,948464249.372669,969630694.406866,1020544947.65932,1063165550.9645,1171577314.15175,1252562103.79082,1352563536.35174,1557756730.02791,1661355661.05055,1640249737.6851,1664310769.55229,1730363665.95202,1749084787.29586,1767366991.48534,1816850559.6912,1862691670.44291
Costa Rica,CRI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,3566067757.97342,3531978273.86815,3819775166.36954,4002540390.90066,4168607877.75051,4578366077.93771,4938715907.41291,5217759575.41914,5655269641.84625,5970705302.10151,6418695342.95678,6853786954.38728,7414292745.39636,7985854330.67568,8428661967.96679,8605669856.91597,9080493234.00223,9889063432.26952,10508878958.5098,11027925516.0084,11110843981.3637,10859554966.3328,10068374612.2469,10356631442.7002,10998919025.7992,11113463117.9621,11756371346.8679,12564673565.4534,13044567823.381,13705362954.803,14240546111.7229,14606801561.7578,15943618404.1348,17125627342.086,17935601260.502,18638836379.7659,18804084964.4832,19853011874.3717,21520237603.4686,23289674727.5962,23709080919.2458,23964284593.0612,24659772487.6863,26239110275.7771,27356752786.1873,28967074475.6987,31510279610.9643,34010727595.24,34939771575.7626,34584881725.6978,36298327620.1953,37938194036.3072,39898681617.7936,41270108615.7383,42715533185.6795,43893390015.9922
Caribbean small states,CSS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,22129171373.496,22849542917.8744,24156044453.694,25429369896.7776,26790748200.7326,27303460046.6441,29774106965.0372,29509758690.8254,28698719938.1991,28397922650.1994,28321536138.6912,29515835034.0286,31302011255.4431,32366223645.723,31992896938.7015,32255676831.17,32665778833.4004,31744247267.165,31819298189.664,31533161852.1016,31786704045.583,32134075176.068,32797037424.8666,34290711701.6939,34840411844.8357,35394302718.3301,35321794167.3512,36341609044.8861,37312101437.6472,38414386802.6072,39703202912.6123,40940611906.4353,42076946638.0325,43774875570.6965,45427238251.1212,46368024606.3536,48138284620.406,51048290384.4181,53193969322.5882,55163532153.35,58970275398.9102,60881634365.7894,61723406237.6828,59521234617.5624,59631444333.2797,60326538371.7571,61047983682.0753,61848825594.2088,62641990817.5975,63470247399.8132
Cuba,CUB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,19601614489.4355,21284189348.3503,22311510348.0106,23077796647.0734,23304995599.6596,25513476339.1993,26898337737.9692,29241049233.3532,31169788379.4098,31508972866.3621,29980963184.4242,35883715498.3488,39083909484.2248,41198923782.4303,44465881666.6957,45175857078.6197,45218911280.7467,44132674927.4793,45768028813.6478,46079289523.2063,44720611824.065,39938772125.2838,35313621492.2478,30059597181.0759,30275103462.0196,31019023614.7809,33450527343.6479,34382125872.0607,34435666017.3718,36567648158.1262,38730941118.0373,39963448817.5657,40534362974.6549,42071168462.0905,44499044621.1085,49483699921.9062,55454307107.077,59481474880.5381,61930224928.5733,62827666170.9786,64328200000,66131296503.7544,68124752000.1304,69954605014.686,,
Curacao,CUW,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,3876856639.43823,4662551733.69987,5425438492.74203,5847396728.31977,6426614668.37671,6796353536.26454,6967417648.79487,7386975263.36353,7799329644.86125,8482386697.84051,8896542686.79812,9226066205.40389,9877910922.90698,10732031936.1895,11584952182.2862,12442701984.6375,12534715945.9678,13712979098.4463,13808969992.1711,14623699052.4327,15515744854.1651,15767878562.303,16146695644.1729,16968828116.1121,17764001781.5691,18771821146.8573,19443112112.3505,20069298194.8387,20628869708.2989,21532290221.7015,22364106162.4821,23374254602.0531,24527557385.1203,25423474625.8826,24907637951.7318,25247424010.9811,25349522711.7286,24728953808.3929,23260282189.2759,22679459775.8242,23039202804.9079
Czech Republic,CZE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144131471507.935,127390684170.842,126745396407.01,126823857191.478,130513555672.494,138633333856.94,144570720954.221,143595922150.139,143142112125.163,145200567589.786,151435677521.036,156056769450.684,158626945853.819,164340438677.788,172471109994.083,183582151290.953,196206259195.845,207055025839.996,212668195598.561,202371258174.811,207015860050.371,211087060104.826,209186629176.419,208081766439.945,212197944319.652,221106119392.826
Germany,DEU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,1534144071523.18,1582204199072.85,1650244379602.65,1729084588874.17,1744474629668.87,1729354589536.42,1814944816688.74,1875694977880.8,1932125127682.12,2012315340529.8,2040665415761.59,2051465444370.86,2043365422913.91,2075495508211.92,2134085663708.61,2183765795496.69,2233715928079.47,2265036011125.83,2349006234039.74,2440536476953.64,2568786817350.99,2700007165562.91,2751950092715.23,2725636900662.25,2792615933774.83,2841141562913.91,2864379192052.98,2917347311258.28,2975099655629.14,3034218900662.25,3124093841059.6,3177061960264.9,3177061960264.9,3154507801324.5,3191414609271.52,3213968781456.95,3332890754966.89,3441560834437.09,3478809377483.44,3283339933774.83,3417298013245.03,3542371125827.81,3556723774834.44,3567317390728.48,3624386278145.7,3685555907284.77
Djibouti,DJI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921610913.655908,882187931.673425,882029429.16374,823631308.142504,815911061.382377,787449952.695877,755042458.82985,749410807.510215,750155561.22497,766501497.25071,769691783.441634,785453257.871485,806020840.68807,831813180.062946,863642312.596034,891016329.432381,933783907.546106,981407460.056192,1038328725.8753,1090583938.28285,1128611700.3618,1179032592.01788,1236125825.40744,1297930970.22735,1375809350.63202,
Dominica,DMA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,184953233.141014,206726848.284633,168597830.076307,192641035.051802,215920487.840437,224847552.205472,230899764.191327,243429294.342081,246556291.209132,264006897.791426,283856763.788076,308152113.251442,307402791.767479,323556495.781376,325523495.688318,332188123.549848,337772019.945406,342606636.20572,349372154.941373,358601809.231342,363947909.144488,382065553.260128,384676187.325516,386119919.194739,387946664.247162,381145337.520938,410444791.643402,423784839.382096,423410881.568335,435815497.239283,463519138.904398,496184626.837893,490395806.191451,493703703.703704,493703703.703704,487501395.86823,490395806.191451,509416216.886904,523474781.313977
Denmark,DNK,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,96517449733.3198,102674136161.505,108492496875.151,109183617117.762,119304870964.955,124739511843.007,128158509733.07,132543587827.689,137812126126.296,146525277140.381,149494009886.026,153981645685.532,160410375668.996,166440586209.349,165082506978.894,163066103838.836,173002537526.004,176426005049.697,180438896819.047,187566466510.197,186652000551.199,184996576821.18,191867317757.508,196955365125.087,205159692715.279,213416210095.837,223978692430.789,224628089152.042,224307625504.525,225592684785.121,229218960029.16,232199785370.104,236786800412.51,236574627495.955,249646314699.241,257298412190.395,264760406109.422,273393965256.663,279458224427.019,287696698138.369,298476378442.773,300933304884.337,302336551626.038,303515940328.23,311525577425.722,319117547696.52,331233619601.358,333964367632.154,331566650664.106,314696751480.237,319810991980.939,323495670418.378,323258476911.861,322470439714.799,326539713020.75,330388150993.048
Dominican Republic,DOM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,4210329173.36462,4112933786.40631,4814075518.3255,5127130161.80095,5473973601.57601,4790721308.01579,5435712637.72804,5616588274.39848,5630004084.38154,6243192929.60579,7381119906.31681,8183555852.40661,9034168075.03053,10199193044.58,10811338707.9418,11372798918.3163,12137974777.5119,12742662456.753,13015442679.439,13605224347.0452,14689389098.8072,15318075485.7672,15578284956.0092,16299239625.798,16503452143.0961,16153160598.8496,16722073816.683,18413907455.2654,18810904547.7176,19638685703.7078,18567530435.2139,18742833710.8068,20713301928.6726,22209345298.426,22720883464.5833,23969084575.6637,25678408048.9795,27733778298.9568,29678081930.4027,31671070219.4938,33462577522.1037,34067992342.199,36039918367.4558,35948608059.2101,36420238777.5841,39793754472.086,44040207628.7205,47772449977.7855,49274277961.9322,49735377436.7753,53864484468.2287,55383939355.4068,56840263481.204,59555944572.0708,63927874022.2013,68372979594.1545
Algeria,DZA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,27442864627.2214,23709141780.6077,19041987306.4625,25576003182.3645,27069491640.0277,28749667431.7406,27368254266.2402,29955365094.9492,33189417777.7414,35988374400.8037,39177900624.4992,34738370951.2457,44265011197.7001,45952914112.8823,49397047208.049,51889296985.9943,56241125965.0338,59198613932.8906,64653668943.7006,69488358167.6319,70037737971.0039,72138867371.5507,76755757852.068,80900571097.7121,85431000271.8129,88591944935.4119,88946313602.8441,88323691609.5245,87440449843.3698,91287831524.6093,92018134707.1103,90913916553.08,92550369143.1165,90606810686.8116,89791352520.2181,93203419236.0863,97024757998.9268,98092030276.8334,103094727360.853,106393760237.312,110436723126.33,113749824820.12,120119815010.047,128768441690.77,134305484683.473,142229508279.798,144647409920.555,149565421857.854,153154991982.442,155605471854.161,161207268840.911,165882279637.297,171522277144.965,176324900905.025,183025247139.415,190163231777.852
